0.00000000000000000000,0.00000000000000000000;
0.47942553860420300538,1.39793456281986006040;
0.84147098480789650488,6.20637765375983363469;
0.99749498660405444550,-3.34858888418579603297;
0.90929742682568170942,5.23413559276927653485;
0.59847214410395643824,3.55668190411039519816;
0.14112000805986721352,-1.60457313808184176551;
-0.35078322768961983646,-0.70397923381517557573;
-0.75680249530792820245,-0.16152607006836960934;
-0.97753011766509700919,7.03342455736319305259;
-0.95892427466313845397,4.26794592470538969309;
-0.70554032557039192408,-6.38647886839637024536;
-0.27941549819892586015,5.77418003575164640040;
0.21511998808781551684,1.04780449026309696592;
0.65698659871878906102,0.48141729397034044302;
0.93799997677473889723,3.82929134610421639806;
0.98935824662338178737,2.28108817874480251930;
0.79848711262349025830,2.64529943450773430413;
0.41211848524175659358,6.26867511811267963395;
-0.07515112046180930094,4.89984512920651571477;
-0.54402111088936977445,3.45924691353156843476;
-0.87969575997167004378,0.11382921471290008419;
-0.99999020655070347541,-5.77855327889610848047;
-0.87545217468842850828,-1.13515012619713018260;
-0.53657291800043493968,1.61225522776301044559;
-0.06632189735120068430,-0.33859495119065252666;
0.42016703682664091613,2.49123613373283436800;
0.80378442655162096742,3.15040245727634093953;
0.99060735569487035068,1.62240687521122151082;
0.93489505552468299410,3.73588788153592243901;
0.65028784015711682542,0.75774987680159089365;
0.20646748193779659863,4.26069216304121933803;
-0.28790331666506530084,-2.36297983230640173957;
-0.71178534236912305300,-3.64277314123207851537;
-0.96139749187955680920,-4.24005263261204490277;
-0.97562600546815758662,-10.53933129682540048577;
-0.75098724677167616459,0.81291074491478321207;
-0.34248061846961252996,-1.40746633772891405201;
0.14987720966295234315,-2.99025548525006623635;
0.60553986971960105379,4.01240783323644922831;
0.91294525072762766627,-2.63332307986081159967;
0.99682979427879925272,2.47300539236060679116;
0.83665563853605606770,2.36272707465726705678;
0.47163900309419615198,3.33990443743847276181;
-0.00885130929040387621,2.22834936053990251281;
-0.48717451246050952340,-2.27524171291479859747;
-0.84622040417517063737,-1.53965690749182670949;
-0.99808202797939626905,-2.96734666246901168662;
-0.90557836200662378268,-1.36220713636349977094;
-0.59135752986512435392,0.12575565348278727740;
-0.13235175009777302990,1.11003798420206067910;
0.35905835402216829122,-2.64255258746397636571;
0.76255845047960280070,1.27830869900560961661;
0.97935764310391704157,-0.86902896196125567485;
0.95637592840450302845,0.04297100144616372575;
0.69924003165509773794,2.85131953214480393655;
0.27090578830786904430,6.08255889650564363080;
-0.22375564018679641731,-1.18841401083596576171;
-0.66363388421296753972,0.29431799261576085947;
-0.94103140834295362360,-2.57742109854415746284;
-0.98803162409286182655,0.08203173588875278810;
-0.79312723945728513808,-5.79566203941439894720;
-0.40403764532306502000,-2.29473231154292411915;
0.08397445569174682989,0.22445731892258669049;
0.55142668124169058608,3.11350993356549299307;
0.88387042354583067461,5.66923097203534442912;
0.99991186010726718081,2.87503221689359822477;
0.87114000016917636504,-0.87839922733598285731;
0.52908268612002384845,0.68343522363190190028;
0.05748747810492456367,-1.17286444827189306750;
